trade_date,open_price,close_price
2015-08-07,0.000168,0.000168
2015-08-08,0.000169,0.000158
2015-08-09,0.000158,0.000162
2015-08-10,0.000162,0.00016
2015-08-11,0.00016,0.000164
2015-08-12,0.000164,0.00016
2015-08-13,0.00016,0.000156
2015-08-14,0.000156,0.000158
2015-08-15,0.000158,0.000155
2015-08-16,0.000154,0.000148
2015-08-17,0.000148,0.00015
2015-08-18,0.00015,0.000134
2015-08-19,0.000133,0.000131
2015-08-20,0.000131,0.000139
2015-08-21,0.000139,0.000145
2015-08-22,0.000145,0.000137
2015-08-23,0.000137,0.000138
2015-08-24,0.000138,0.000128
2015-08-25,0.000125,0.000129
2015-08-26,0.000129,0.000133
2015-08-27,0.000133,0.000129
2015-08-28,0.000129,0.000132
2015-08-29,0.000132,0.000131
2015-08-30,0.000131,0.000129
2015-08-31,0.00013,0.000129
2015-09-01,0.000128,0.000127
2015-09-02,0.000127,0.000126
2015-09-03,0.000126,0.000122
2015-09-04,0.000123,0.000125
2015-09-05,0.000125,0.00013
2015-09-06,0.00013,0.000132
2015-09-07,0.000132,0.00013
2015-09-08,0.000129,0.000131
2015-09-09,0.000131,0.00013
2015-09-10,0.00013,0.000129
2015-09-11,0.000128,0.000131
2015-09-12,0.000131,0.000127
2015-09-13,0.000127,0.000126
2015-09-14,0.000125,0.000125
2015-09-15,0.000125,0.000126
2015-09-16,0.000126,0.000124
2015-09-17,0.000124,0.000125
2015-09-18,0.000125,0.000127
2015-09-19,0.000127,0.000126
2015-09-20,0.000126,0.000126
2015-09-21,0.000126,0.00013
2015-09-22,0.00013,0.000126
2015-09-23,0.000126,0.000124
2015-09-24,0.000123,0.000124
2015-09-25,0.000124,0.000122
2015-09-26,0.000122,0.000123
2015-09-27,0.000123,0.000122
2015-09-28,0.000122,0.000124
2015-09-29,0.000124,0.000121
2015-09-30,0.000121,0.000123
2015-10-01,0.000123,0.000122
2015-10-02,0.000123,0.000123
2015-10-03,0.000122,0.000121
2015-10-04,0.000121,0.000118
2015-10-05,0.000118,0.000117
2015-10-06,0.000118,0.000121
2015-10-07,0.000122,0.000121
2015-10-08,0.000121,0.000119
2015-10-09,0.000119,0.000119
2015-10-10,0.000119,0.000119
2015-10-11,0.000119,0.00012
2015-10-12,0.00012,0.000119
2015-10-13,0.000119,0.000121
2015-10-14,0.000121,0.00012
2015-10-15,0.00012,0.00012
2015-10-16,0.00012,0.000121
2015-10-17,0.000121,0.000121
2015-10-18,0.000121,0.000119
2015-10-19,0.000119,0.000119
2015-10-20,0.000119,0.000118
2015-10-21,0.000119,0.000117
2015-10-22,0.000117,0.000118
2015-10-23,0.000117,0.000115
2015-10-24,0.000114,0.000114
2015-10-25,0.000114,0.000116
2015-10-26,0.000116,0.000116
2015-10-27,0.000116,0.000118
2015-10-28,0.000118,0.000126
2015-10-29,0.000126,0.000141
2015-10-30,0.000141,0.000151
2015-10-31,0.000151,0.000137
2015-11-01,0.000137,0.000141
2015-11-02,0.000141,0.000147
2015-11-03,0.000147,0.000156
2015-11-04,0.000156,0.000149
2015-11-05,0.000149,0.000146
2015-11-06,0.000146,0.000141
2015-11-07,0.000142,0.000145
2015-11-08,0.000144,0.000136
2015-11-09,0.000136,0.000135
2015-11-10,0.000135,0.000123
2015-11-11,0.000124,0.000125
2015-11-12,0.000126,0.00013
2015-11-13,0.00013,0.00013
2015-11-14,0.00013,0.00013
2015-11-15,0.00013,0.000125
2015-11-16,0.000126,0.000131
2015-11-17,0.000131,0.000133
2015-11-18,0.000133,0.000135
2015-11-19,0.000135,0.00013
2015-11-20,0.00013,0.000131
2015-11-21,0.000129,0.000131
2015-11-22,0.000131,0.000128
2015-11-23,0.000128,0.00013
2015-11-24,0.000129,0.000128
2015-11-25,0.000128,0.00013
2015-11-26,0.00013,0.000132
2015-11-27,0.000132,0.000133
2015-11-28,0.000133,0.00013
2015-11-29,0.00013,0.00013
2015-11-30,0.00013,0.000128
2015-12-01,0.000129,0.000127
2015-12-02,0.000128,0.00013
2015-12-03,0.00013,0.000129
2015-12-04,0.000128,0.000129
2015-12-05,0.000129,0.00013
2015-12-06,0.00013,0.000128
2015-12-07,0.000127,0.000133
2015-12-08,0.000133,0.000136
2015-12-09,0.000137,0.000142
2015-12-10,0.000142,0.000139
2015-12-11,0.000139,0.00015
2015-12-12,0.000149,0.000142
2015-12-13,0.000141,0.000143
2015-12-14,0.000143,0.000145
2015-12-15,0.000145,0.00015
2015-12-16,0.00015,0.00015
2015-12-17,0.00015,0.000155
2015-12-18,0.000155,0.000155
2015-12-19,0.000157,0.000153
2015-12-20,0.000152,0.000143
2015-12-21,0.000145,0.000143
2015-12-22,0.000142,0.000142
2015-12-23,0.000142,0.000147
2015-12-24,0.000148,0.000147
2015-12-25,0.000148,0.000147
2015-12-26,0.000149,0.000139
2015-12-27,0.000139,0.000145
2015-12-28,0.000144,0.000139
2015-12-29,0.000139,0.000155
2015-12-30,0.000156,0.000153
2015-12-31,0.000151,0.000151
2016-01-01,0.00015,0.000154
2016-01-02,0.000155,0.000151
2016-01-03,0.000149,0.000146
2016-01-04,0.000146,0.000144
2016-01-05,0.000144,0.000137
2016-01-06,0.000137,0.000135
2016-01-07,0.000134,0.000139
2016-01-08,0.00014,0.000158
2016-01-09,0.000173,0.00018
2016-01-10,0.00018,0.000167
2016-01-11,0.000167,0.000171
2016-01-12,0.000171,0.00018
2016-01-13,0.000179,0.000177
2016-01-14,0.000177,0.000175
2016-01-15,0.000176,0.000149
2016-01-16,0.000149,0.000155
2016-01-17,0.000155,0.000152
2016-01-18,0.000152,0.000151
2016-01-19,0.000151,0.000148
2016-01-20,0.000148,0.000168
2016-01-21,0.000168,0.000163
2016-01-22,0.000163,0.000168
2016-01-23,0.000171,0.000172
2016-01-24,0.000173,0.000193
2016-01-25,0.000194,0.000212
2016-01-26,0.000212,0.000356
2016-01-27,0.000357,0.000455
2016-01-28,0.000455,0.000344
2016-01-29,0.000347,0.000316
2016-01-30,0.000317,0.000258
2016-01-31,0.000259,0.000277
2016-02-01,0.000278,0.00027
2016-02-02,0.000271,0.000262
2016-02-03,0.000262,0.000265
2016-02-04,0.000265,0.000287
2016-02-05,0.000285,0.000305
2016-02-06,0.000308,0.000306
2016-02-07,0.000306,0.000285
2016-02-08,0.000285,0.000287
2016-02-09,0.000287,0.000292
2016-02-10,0.000291,0.000298
2016-02-11,0.000297,0.00029
2016-02-12,0.000293,0.000301
2016-02-13,0.0003,0.000295
2016-02-14,0.000295,0.000301
2016-02-15,0.000301,0.000298
2016-02-16,0.000298,0.000292
2016-02-17,0.00029,0.000278
2016-02-18,0.000278,0.000278
2016-02-19,0.000278,0.000297
2016-02-20,0.000297,0.000291
2016-02-21,0.000292,0.000285
2016-02-22,0.000287,0.000283
2016-02-23,0.000283,0.00028
2016-02-24,0.000279,0.000278
2016-02-25,0.000277,0.000269
2016-02-26,0.000269,0.000259
2016-02-27,0.000259,0.000255
2016-02-28,0.000256,0.000254
2016-02-29,0.000254,0.00025
2016-03-01,0.00025,0.000249
2016-03-02,0.000247,0.000244
2016-03-03,0.000244,0.000245
2016-03-04,0.000246,0.000238
2016-03-05,0.000238,0.000224
2016-03-06,0.000223,0.000221
2016-03-07,0.000222,0.000233
2016-03-08,0.000231,0.00022
2016-03-09,0.000219,0.00023
2016-03-10,0.00023,0.000241
2016-03-11,0.000246,0.000241
2016-03-12,0.000242,0.000237
2016-03-13,0.000237,0.000245
2016-03-14,0.000241,0.000238
2016-03-15,0.000239,0.000231
2016-03-16,0.000233,0.000231
2016-03-17,0.000231,0.000223
2016-03-18,0.000221,0.000209
2016-03-19,0.000211,0.00022
2016-03-20,0.000221,0.000214
2016-03-21,0.000214,0.000212
2016-03-22,0.000212,0.000217
2016-03-23,0.000216,0.000212
2016-03-24,0.000212,0.000213
2016-03-25,0.000215,0.000214
2016-03-26,0.000214,0.000213
2016-03-27,0.000213,0.000216
2016-03-28,0.000215,0.000215
2016-03-29,0.000215,0.000254
2016-03-30,0.000257,0.000234
2016-03-31,0.000232,0.000233
2016-04-01,0.000233,0.000224
2016-04-02,0.000223,0.000226
2016-04-03,0.000224,0.000221
2016-04-04,0.000221,0.00022
2016-04-05,0.00022,0.000214
2016-04-06,0.000216,0.000216
2016-04-07,0.000216,0.000212
2016-04-08,0.000212,0.000211
2016-04-09,0.000211,0.000208
2016-04-10,0.000208,0.000204
2016-04-11,0.000203,0.000214
2016-04-12,0.000214,0.000229
2016-04-13,0.000231,0.000234
2016-04-14,0.000233,0.00023
2016-04-15,0.000231,0.000233
2016-04-16,0.000234,0.00023
2016-04-17,0.000231,0.000226
2016-04-18,0.000226,0.000225
2016-04-19,0.000224,0.000222
2016-04-20,0.000222,0.000226
2016-04-21,0.000225,0.000226
2016-04-22,0.000226,0.000224
2016-04-23,0.000224,0.000224
2016-04-24,0.000224,0.000227
2016-04-25,0.000228,0.000227
2016-04-26,0.000227,0.00023
2016-04-27,0.000231,0.000224
2016-04-28,0.000224,0.000228
2016-04-29,0.000228,0.000226
2016-04-30,0.000226,0.000226
2016-05-01,0.000226,0.000226
2016-05-02,0.000225,0.000229
2016-05-03,0.000227,0.000228
2016-05-04,0.000226,0.000225
2016-05-05,0.000225,0.000221
2016-05-06,0.00022,0.000225
2016-05-07,0.000224,0.000223
2016-05-08,0.000222,0.000222
2016-05-09,0.000222,0.000224
2016-05-10,0.000222,0.00022
2016-05-11,0.00022,0.000224
2016-05-12,0.000223,0.000235
2016-05-13,0.000235,0.000236
2016-05-14,0.000236,0.000231
2016-05-15,0.000231,0.000231
2016-05-16,0.000231,0.000229
2016-05-17,0.000228,0.000226
2016-05-18,0.000226,0.000228
2016-05-19,0.000228,0.000225
2016-05-20,0.000223,0.000228
2016-05-21,0.000228,0.000226
2016-05-22,0.000227,0.000224
2016-05-23,0.000222,0.000225
2016-05-24,0.000226,0.000224
2016-05-25,0.000223,0.000224
2016-05-26,0.000224,0.000228
2016-05-27,0.000228,0.00023
2016-05-28,0.00023,0.000237
2016-05-29,0.000236,0.000238
2016-05-30,0.000238,0.000238
2016-05-31,0.000239,0.000231
2016-06-01,0.000231,0.000234
2016-06-02,0.000234,0.00023
2016-06-03,0.000232,0.000238
2016-06-04,0.000237,0.000237
2016-06-05,0.000237,0.000237
2016-06-06,0.000236,0.000236
2016-06-07,0.000235,0.00024
2016-06-08,0.000239,0.000246
2016-06-09,0.000246,0.000265
2016-06-10,0.000265,0.00026
2016-06-11,0.000261,0.000253
2016-06-12,0.000253,0.00027
2016-06-13,0.00027,0.000298
2016-06-14,0.000295,0.00032
2016-06-15,0.00032,0.000313
2016-06-16,0.000312,0.000335
2016-06-17,0.000332,0.000321
2016-06-18,0.00032,0.000324
2016-06-19,0.000324,0.000338
2016-06-20,0.000337,0.000323
2016-06-21,0.000324,0.000307
2016-06-22,0.000307,0.000266
2016-06-23,0.000265,0.00028
2016-06-24,0.000283,0.000281
2016-06-25,0.000283,0.000284
2016-06-26,0.000287,0.000285
2016-06-27,0.000283,0.000288
2016-06-28,0.000289,0.000301
2016-06-29,0.000298,0.000296
2016-06-30,0.000295,0.000304
2016-07-01,0.000304,0.000302
2016-07-02,0.000302,0.000306
2016-07-03,0.000306,0.000282
2016-07-04,0.000284,0.000289
2016-07-05,0.000289,0.000287
2016-07-06,0.000288,0.000284
2016-07-07,0.000284,0.000275
2016-07-08,0.000275,0.000277
2016-07-09,0.000276,0.00027
2016-07-10,0.00027,0.000272
2016-07-11,0.000272,0.000267
2016-07-12,0.000268,0.000265
2016-07-13,0.000264,0.000263
2016-07-14,0.000263,0.000262
2016-07-15,0.000261,0.000264
2016-07-16,0.000262,0.000262
2016-07-17,0.000262,0.000263
2016-07-18,0.000263,0.000252
2016-07-19,0.000252,0.000245
2016-07-20,0.000245,0.000244
2016-07-21,0.000242,0.000237
2016-07-22,0.000239,0.000237
2016-07-23,0.000237,0.000251
2016-07-24,0.000254,0.000249
2016-07-25,0.000246,0.000245
2016-07-26,0.000246,0.00024
2016-07-27,0.00024,0.000237
2016-07-28,0.000235,0.000238
2016-07-29,0.000237,0.000238
2016-07-30,0.000238,0.000239
2016-07-31,0.000238,0.00023
2016-08-01,0.00023,0.000223
2016-08-02,0.000223,0.000206
2016-08-03,0.000209,0.000214
2016-08-04,0.000213,0.000215
2016-08-05,0.000215,0.000218
2016-08-06,0.000218,0.000231
2016-08-07,0.000231,0.000264
2016-08-08,0.000259,0.000237
2016-08-09,0.000233,0.000237
2016-08-10,0.00024,0.000239
2016-08-11,0.000242,0.000235
2016-08-12,0.000238,0.000239
2016-08-13,0.00024,0.000239
2016-08-14,0.000239,0.000245
2016-08-15,0.000248,0.000238
2016-08-16,0.000242,0.000258
2016-08-17,0.000263,0.000247
2016-08-18,0.000247,0.000247
2016-08-19,0.000247,0.000233
2016-08-20,0.000236,0.000238
2016-08-21,0.000238,0.000232
2016-08-22,0.000235,0.000229
2016-08-23,0.000229,0.000227
2016-08-24,0.000227,0.000231
2016-08-25,0.000231,0.000229
2016-08-26,0.000228,0.000231
2016-08-27,0.000231,0.000224
2016-08-28,0.000226,0.000229
2016-08-29,0.000227,0.000225
2016-08-30,0.000224,0.000233
2016-08-31,0.000233,0.000235
2016-09-01,0.000235,0.000232
2016-09-02,0.000232,0.000235
2016-09-03,0.000234,0.000236
2016-09-04,0.000236,0.000235
2016-09-05,0.000235,0.000236
2016-09-06,0.000238,0.000241
2016-09-07,0.000241,0.000242
2016-09-08,0.000242,0.000228
2016-09-09,0.000231,0.00023
2016-09-10,0.00023,0.000227
2016-09-11,0.000228,0.000226
2016-09-12,0.000226,0.000226
2016-09-13,0.000226,0.000225
2016-09-14,0.000228,0.000226
2016-09-15,0.000228,0.000233
2016-09-16,0.000233,0.00025
2016-09-17,0.000248,0.000236
2016-09-18,0.000236,0.00024
2016-09-19,0.000237,0.000236
2016-09-20,0.000232,0.000232
2016-09-21,0.000234,0.000231
2016-09-22,0.000231,0.000228
2016-09-23,0.000228,0.000224
2016-09-24,0.000228,0.000226
2016-09-25,0.000226,0.000225
2016-09-26,0.000225,0.000229
2016-09-27,0.000228,0.000228
2016-09-28,0.00023,0.000229
2016-09-29,0.000229,0.000231
2016-09-30,0.000229,0.000235
2016-10-01,0.000232,0.000233
2016-10-02,0.00023,0.00023
2016-10-03,0.00023,0.000234
2016-10-04,0.000236,0.000229
2016-10-05,0.000229,0.000233
2016-10-06,0.00023,0.000223
2016-10-07,0.000223,0.000228
2016-10-08,0.000228,0.000225
2016-10-09,0.000228,0.000228
2016-10-10,0.000228,0.000228
2016-10-11,0.000228,0.00023
2016-10-12,0.00023,0.000225
2016-10-13,0.000225,0.000227
2016-10-14,0.000227,0.000227
2016-10-15,0.000225,0.000224
2016-10-16,0.000225,0.000223
2016-10-17,0.000223,0.000221
2016-10-18,0.000223,0.000221
2016-10-19,0.000222,0.000219
2016-10-20,0.000217,0.000221
2016-10-21,0.000221,0.000218
2016-10-22,0.000218,0.000223
2016-10-23,0.000223,0.000221
2016-10-24,0.000221,0.000219
2016-10-25,0.000219,0.000219
2016-10-26,0.000219,0.000216
2016-10-27,0.000216,0.000217
2016-10-28,0.000219,0.000216
2016-10-29,0.000219,0.000223
2016-10-30,0.000223,0.000223
2016-10-31,0.000222,0.00022
2016-11-01,0.00022,0.000221
2016-11-02,0.000221,0.00022
2016-11-03,0.000223,0.000217
2016-11-04,0.000219,0.000219
2016-11-05,0.000221,0.000222
2016-11-06,0.000221,0.000221
2016-11-07,0.000222,0.000239
2016-11-08,0.000239,0.000229
2016-11-09,0.000229,0.000229
2016-11-10,0.000229,0.000228
2016-11-11,0.000228,0.000227
2016-11-12,0.000226,0.00022
2016-11-13,0.00022,0.000225
2016-11-14,0.000225,0.000223
2016-11-15,0.000223,0.000222
2016-11-16,0.000222,0.000221
2016-11-17,0.000222,0.000224
2016-11-18,0.000223,0.000218
2016-11-19,0.000221,0.00022
2016-11-20,0.00022,0.000219
2016-11-21,0.000218,0.000222
2016-11-22,0.000222,0.000224
2016-11-23,0.000223,0.000219
2016-11-24,0.000216,0.000218
2016-11-25,0.000218,0.00022
2016-11-26,0.000221,0.000219
2016-11-27,0.000219,0.000217
2016-11-28,0.000217,0.000218
2016-11-29,0.000219,0.000217
2016-11-30,0.000216,0.000214
2016-12-01,0.000215,0.000214
2016-12-02,0.000214,0.000216
2016-12-03,0.000216,0.000217
2016-12-04,0.000215,0.000217
2016-12-05,0.000216,0.000215
2016-12-06,0.000215,0.000212
2016-12-07,0.000212,0.000214
2016-12-08,0.000212,0.000215
2016-12-09,0.000215,0.000212
2016-12-10,0.000211,0.000215
2016-12-11,0.000214,0.000223
2016-12-12,0.000224,0.000222
2016-12-13,0.00022,0.000216
2016-12-14,0.000215,0.000217
2016-12-15,0.000215,0.000215
2016-12-16,0.000215,0.000217
2016-12-17,0.000217,0.000219
2016-12-18,0.000219,0.000218
2016-12-19,0.000216,0.000218
2016-12-20,0.000219,0.000219
2016-12-21,0.00022,0.000227
2016-12-22,0.000228,0.000225
2016-12-23,0.000225,0.000236
2016-12-24,0.000238,0.000234
2016-12-25,0.000234,0.00023
2016-12-26,0.000231,0.000233
2016-12-27,0.000232,0.000227
2016-12-28,0.000227,0.000223
2016-12-29,0.000223,0.000228
2016-12-30,0.000234,0.000228
2016-12-31,0.000227,0.000223
2017-01-01,0.000223,0.000228
2017-01-02,0.000228,0.000226
2017-01-03,0.000224,0.000227
2017-01-04,0.000227,0.000236
2017-01-05,0.000233,0.000229
2017-01-06,0.000228,0.00022
2017-01-07,0.000222,0.000221
2017-01-08,0.000224,0.000221
2017-01-09,0.000221,0.000229
2017-01-10,0.000229,0.000226
2017-01-11,0.000225,0.000205
2017-01-12,0.000203,0.000208
2017-01-13,0.000208,0.000209
2017-01-14,0.000209,0.000209
2017-01-15,0.000207,0.000206
2017-01-16,0.000206,0.000207
2017-01-17,0.000207,0.000215
2017-01-18,0.000215,0.000208
2017-01-19,0.000206,0.000211
2017-01-20,0.000209,0.000209
2017-01-21,0.000206,0.000208
2017-01-22,0.000208,0.000207
2017-01-23,0.000205,0.000208
2017-01-24,0.000208,0.000202
2017-01-25,0.000203,0.000204
2017-01-26,0.000204,0.000208
2017-01-27,0.000208,0.000204
2017-01-28,0.000209,0.000209
2017-01-29,0.000209,0.000204
2017-01-30,0.000204,0.000208
2017-01-31,0.000208,0.000206
2017-02-01,0.000211,0.000209
2017-02-02,0.000212,0.000211
2017-02-03,0.000211,0.000213
2017-02-04,0.000213,0.000211
2017-02-05,0.000211,0.000211
2017-02-06,0.00021,0.000214
2017-02-07,0.000212,0.000208
2017-02-08,0.000212,0.000211
2017-02-09,0.000208,0.000204
2017-02-10,0.000204,0.000208
2017-02-11,0.000208,0.00021
2017-02-12,0.00021,0.000208
2017-02-13,0.00021,0.000208
2017-02-14,0.000208,0.000209
2017-02-15,0.000208,0.000209
2017-02-16,0.000209,0.000207
2017-02-17,0.000207,0.000209
2017-02-18,0.000209,0.000197
2017-02-19,0.000197,0.000208
2017-02-20,0.000208,0.000207
2017-02-21,0.00021,0.000208
2017-02-22,0.000208,0.000202
2017-02-23,0.000202,0.000208
2017-02-24,0.000208,0.000208
2017-02-25,0.000204,0.0002
2017-02-26,0.0002,0.000203
2017-02-27,0.000206,0.000208
2017-02-28,0.000204,0.000205
2017-03-01,0.000206,0.000203
2017-03-02,0.000205,0.000205
2017-03-03,0.000205,0.000211
2017-03-04,0.000211,0.000205
2017-03-05,0.000204,0.000206
2017-03-06,0.00021,0.00021
2017-03-07,0.000206,0.000209
2017-03-08,0.000209,0.000208
2017-03-09,0.000207,0.000211
2017-03-10,0.000211,0.000204
2017-03-11,0.000205,0.000211
2017-03-12,0.000212,0.000229
2017-03-13,0.000227,0.000247
2017-03-14,0.000241,0.000238
2017-03-15,0.000238,0.000243
2017-03-16,0.000241,0.000235
2017-03-17,0.000235,0.000223
2017-03-18,0.000223,0.000219
2017-03-19,0.000219,0.000235
2017-03-20,0.000235,0.000236
2017-03-21,0.000227,0.000246
2017-03-22,0.000245,0.000243
2017-03-23,0.000239,0.000242
2017-03-24,0.000242,0.000264
2017-03-25,0.000264,0.000298
2017-03-26,0.000298,0.000272
2017-03-27,0.000278,0.000254
2017-03-28,0.000247,0.000273
2017-03-29,0.000279,0.000272
2017-03-30,0.000278,0.000304
2017-03-31,0.000304,0.000328
2017-04-01,0.000333,0.000335
2017-04-02,0.000336,0.000489
2017-04-03,0.00049,0.000427
2017-04-04,0.000432,0.000432
2017-04-05,0.000438,0.000442
2017-04-06,0.000437,0.00045
2017-04-07,0.000456,0.000398
2017-04-08,0.000398,0.000432
2017-04-09,0.00043,0.000381
2017-04-10,0.000381,0.0004
2017-04-11,0.000396,0.00039
2017-04-12,0.000388,0.000414
2017-04-13,0.000415,0.000425
2017-04-14,0.000431,0.000426
2017-04-15,0.000425,0.000418
2017-04-16,0.000417,0.000454
2017-04-17,0.000453,0.000459
2017-04-18,0.000466,0.000459
2017-04-19,0.000456,0.000448
2017-04-20,0.000448,0.000443
2017-04-21,0.00044,0.000451
2017-04-22,0.000456,0.000464
2017-04-23,0.000468,0.000522
2017-04-24,0.000526,0.000515
2017-04-25,0.000511,0.000527
2017-04-26,0.000534,0.000544
2017-04-27,0.000549,0.000632
2017-04-28,0.000625,0.000678
2017-04-29,0.000679,0.000734
2017-04-30,0.000736,0.000746
2017-05-01,0.000746,0.000686
2017-05-02,0.000689,0.00061
2017-05-03,0.000611,0.000678
2017-05-04,0.000686,0.000744
2017-05-05,0.000738,0.00084
2017-05-06,0.000837,0.001169
2017-05-07,0.001176,0.001305
2017-05-08,0.001335,0.001521
2017-05-09,0.001531,0.001239
2017-05-10,0.001253,0.001239
2017-05-11,0.001236,0.001212
2017-05-12,0.001215,0.001183
2017-05-13,0.001188,0.001184
2017-05-14,0.001198,0.001274
2017-05-15,0.001275,0.001128
2017-05-16,0.001123,0.001059
2017-05-17,0.001068,0.001318
2017-05-18,0.001318,0.001508
2017-05-19,0.001512,0.001518
2017-05-20,0.001511,0.0019
2017-05-21,0.00191,0.003062
2017-05-22,0.003095,0.003405
2017-05-23,0.003367,0.003562
2017-05-24,0.003543,0.003659
2017-05-25,0.003702,0.002994
2017-05-26,0.00295,0.002424
2017-05-27,0.002428,0.002541
2017-05-28,0.002583,0.002579
2017-05-29,0.00253,0.002732
2017-05-30,0.002734,0.002623
2017-05-31,0.002639,0.002657
2017-06-01,0.002665,0.002867
2017-06-02,0.002878,0.003026
2017-06-03,0.003022,0.003251
2017-06-04,0.003279,0.003179
2017-06-05,0.003191,0.003873
